Gene	Symbol	C1-1 NTR	C1-2 NTR	C2-1 NTR	C2-2 NTR	C3-1 NTR	C3-2 NTR	C4-1 NTR	C4-2 NTR	O1-1 NTR	O1-2 NTR	O2-1 NTR	O2-2 NTR	O3-1 NTR	O3-2 NTR	O4-1 NTR	O4-2 NTR	O5-1 NTR	O5-2 NTR	O6-1 NTR	O6-2 NTR
ENSG00000101181	MTG2	0.2521	0.255	0.311	0.25	0.2119	0.1768	0.2269	0.2526	0.573	0.6542	0.6153	0.6668	0.5854	0.5791	0.3651	0.364	0.3239	0.4373	0.1425	0.1179
ENSG00000130703	OSBPL2	0.3635	0.3168	0.3484	0.4254	0.227	0.2837	0.3453	0.3568	0.8325	0.8293	0.825	0.781	0.7223	0.5778	0.5508	0.5265	0.422	0.5318	0.181	0.1574
ENSG00000105063	PPP6R1	0.1103	0.1135	0.1473	0.1284	0.0879	0.0847	0.1217	0.1154	0.2923	0.3126	0.296	0.3038	0.2534	0.2265	0.2028	0.1563	0.1643	0.2266	0.0721	0.0681
ENSG00000133265	HSPBP1	0.0718	0.0649	0.0641	0.0321	0.0649	0.0556	0.0708	0.0638	0.1596	0.1954	0.21	0.1894	0.183	0.1724	0.096	0.0802	0.1086	0.1365	0.0698	0.0583
ENSG00000180061	TMEM150B	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	0	0.5765	NaN	NaN	NaN	NaN	NaN	NaN	1
ENSG00000160471	COX6B2	0	0.1285	0	0	0.0184	0	0.0001	0.1142	0.266	0.2175	0.1143	0.178	0.234	0.184	0	0.1096	0.1221	0.232	0	0
ENSG00000267706		0.0031	0	0	0	0.1155	0	0	0	0.5471	0	0.0816	0.6598	0.3241	0	0	0	0.0595	0.3163	0	0
ENSG00000173335	CST9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN
ENSG00000105559	PLEKHA4	0.0675	0.1106	0.0983	0.154	0.0967	0.1109	0.1294	0.1216	0.2206	0.1165	0.3231	0.4142	0.236	0.2056	0.1963	0.1653	0.1905	0.2588	0.1424	0.1215
ENSG00000104804	TULP2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0.2784	0	0
ENSG00000104812	GYS1	0.0682	0.0508	0.0552	0.0539	0.0502	0.0532	0.0829	0.0716	0.1677	0.21	0.2022	0.2108	0.2423	0.2258	0.0876	0.0959	0.1911	0.1867	0.0689	0.1055
ENSG00000104826	LHB	NaN	NaN	NaN	NaN	0.4344	0	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	0	0
ENSG00000268655		NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	0	NaN
ENSG00000105618	PRPF31	0.077	0.0693	0.0921	0.117	0.0856	0.0863	0.0986	0.0704	0.2543	0.2056	0.2257	0.1987	0.198	0.1758	0.1833	0.1304	0.1423	0.1735	0.0972	0.1122
ENSG00000088038	CNOT3	0.4933	0.4998	0.507	0.5023	0.4242	0.4649	0.4707	0.5197	0.8369	0.8327	0.8157	0.8319	0.7428	0.6568	0.7419	0.6842	0.6411	0.6935	0.3045	0.2895
ENSG00000170892	TSEN34	0.4107	0.3927	0.4394	0.6493	0.319	0.3158	0.3345	0.3958	0.6608	0.7227	0.6937	0.7659	0.6825	0.6001	0.4726	0.5492	0.6237	0.5754	0.4428	0.3546
ENSG00000170889	RPS9	0.0182	0.0158	0.0137	0.0154	0.0261	0.0285	0.0314	0.0326	0.0557	0.0534	0.0581	0.0505	0.0686	0.0565	0.0371	0.0324	0.0381	0.0487	0.0517	0.0459
ENSG00000167614	TTYH1	0	0	NaN	0	0	0	NaN	0.089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101349	PAK5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.587	NaN	NaN	NaN	NaN
ENSG00000125863	MKKS	0.0263	0.0836	0.0341	0.0586	0.0305	0.0242	0.0281	0.0596	0.3162	0.3622	0.3089	0.3005	0.2903	0.2448	0.0975	0.0827	0.1014	0.0931	0.0102	0.0135
ENSG00000285508	MKKS	0.0053	0.1181	0	0.0633	0.017	0.02	0	0.0028	0.2185	0.2544	0.163	0.1659	0.1713	0.128	0.0507	0.0484	0.0197	0.0766	0.0093	0.0146
ENSG00000285723	MKKS	0.0035	0.1011	0.0217	0.0339	0.0292	0.0649	0.0395	0.0515	0.1648	0.2049	0.2173	0.0936	0.1893	0.1792	0.1016	0.0408	0.0152	0.0276	0.0015	0.0023
ENSG00000101384	JAG1	0.7709	0.5604	0.5513	0.7648	0.5888	0.4807	0.335	0.8432	0.6568	0.7043	0.9189	0.8448	0.5811	0.4708	0.7665	0.9675	0.7044	0.7699	0.1768	0.1663
ENSG00000129968	ABHD17A	0.1192	0.1242	0.1305	0.1078	0.0961	0.1052	0.1263	0.1299	0.2758	0.3201	0.2901	0.2922	0.2812	0.2428	0.186	0.1745	0.1645	0.2026	0.1222	0.1409
ENSG00000133243	BTBD2	0.0981	0.089	0.0821	0.1144	0.0984	0.0675	0.1159	0.1081	0.1973	0.194	0.2248	0.2253	0.2278	0.2029	0.1444	0.1111	0.1227	0.1854	0.1603	0.1183
ENSG00000099875	MKNK2	0.2891	0.3653	0.3294	0.3131	0.276	0.2724	0.3249	0.3153	0.628	0.6237	0.6325	0.6254	0.494	0.4337	0.4691	0.4072	0.4887	0.5771	0.263	0.2713
ENSG00000172081	MOB3A	0.3819	0.4701	0.3971	0.3954	0.4062	0.3657	0.4838	0.5595	0.8581	0.8198	0.8628	0.8134	0.7558	0.7196	0.6213	0.6683	0.6679	0.7207	0.1931	0.2137
ENSG00000065000	AP3D1	0.116	0.0904	0.0987	0.1097	0.1127	0.0975	0.1248	0.1182	0.3638	0.3553	0.3533	0.3438	0.3064	0.2944	0.2028	0.1598	0.1652	0.2551	0.0849	0.0954
ENSG00000179913	B3GNT3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000105640	RPL18A	0.0168	0.0163	0.0138	0.0154	0.0245	0.025	0.0244	0.0266	0.0916	0.0836	0.0926	0.0829	0.1009	0.0708	0.0323	0.0267	0.0335	0.0464	0.0372	0.0307
ENSG00000105641	SLC5A5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5095	0	NaN	NaN	NaN	NaN	0.4875	0
ENSG00000007080	CCDC124	0.0884	0.073	0.0693	0.0982	0.0849	0.1077	0.0937	0.0937	0.1858	0.1686	0.1885	0.1572	0.2001	0.1634	0.1275	0.091	0.0966	0.1534	0.0973	0.0794
ENSG00000105642	KCNN1	0	1	0	0.3751	0.6606	1	1	NaN	NaN	0	NaN	NaN	1	NaN	0.2505	0.3533	0.5347	0.6181	0.1154	0.2394
ENSG00000089123	TASP1	0.0955	0.1486	0.0682	0	0.0574	0.2924	0.0867	0.07	0.501	0.5631	0.7149	0.231	0.3719	0.5063	0.0886	0.1368	0.0764	0.1732	0.1515	0.0377
ENSG00000089048	ESF1	0.1916	0.1432	0.1883	0.1634	0.3781	0.299	0.3679	0.359	0.8183	0.8025	0.8783	0.9105	0.7778	0.7663	0.5607	0.4866	0.5602	0.5252	0.1196	0.1438
ENSG00000089177	KIF16B	0.1388	0.035	0.1106	0.2642	0.1313	0.0995	0.0784	0.1082	0.2744	0.3832	0.5281	0.4458	0.4152	0.2469	0.1574	0.278	0.3458	0.2111	0.0559	0.0149
ENSG00000124253	PCK1	NaN	NaN	0	0.958	0	1	NaN	1	NaN	1	0.9878	1	0.5071	0.8994	0	NaN	1	0.688	0.5758	0.8043
ENSG00000124209	RAB22A	0.3259	0.3367	0.125	0.2783	0.1573	0.299	0.2957	0.3261	0.8677	0.7443	0.668	0.8032	0.5574	0.5606	0.4172	0.2701	0.5309	0.5254	0.1562	0.1465
ENSG00000124164	VAPB	0.1301	0.1353	0.1852	0.1628	0.0923	0.1148	0.1242	0.1065	0.5628	0.5268	0.5785	0.5679	0.4851	0.3493	0.3138	0.2715	0.2789	0.2858	0.059	0.0687
ENSG00000124222	STX16	0.0967	0.0987	0.0874	0.0777	0.0745	0.0775	0.0817	0.1215	0.4855	0.4172	0.5209	0.477	0.5466	0.3881	0.1709	0.1932	0.1917	0.2388	0.075	0.0711
ENSG00000130511	SSBP4	0.0338	0.0457	0.0344	0.0444	0.0349	0.0533	0.0437	0.0551	0.1721	0.2072	0.261	0.2077	0.2284	0.1614	0.0966	0.0834	0.1032	0.1074	0.0468	0.0481
ENSG00000105700	KXD1	0.0668	0.0586	0.0549	0.0567	0.0537	0.0554	0.0587	0.0758	0.2169	0.2019	0.2185	0.1935	0.2123	0.1576	0.1522	0.1021	0.1069	0.1686	0.0786	0.0582
ENSG00000104946	TBC1D17	0.2258	0.2319	0.2324	0.1983	0.2111	0.1546	0.177	0.2142	0.5283	0.5261	0.5337	0.4823	0.4144	0.4083	0.285	0.2244	0.2387	0.3298	0.176	0.1472
ENSG00000169136	ATF5	0.2757	0.2847	0.3269	0.3095	0.2692	0.273	0.2842	0.2957	0.5216	0.5247	0.5931	0.6024	0.4351	0.3619	0.6138	0.5433	0.4945	0.5688	0.1178	0.1114
ENSG00000161643	SIGLEC16	0	0	0	0.1566	0	0.0604	NaN	0	1	0	0	0	0	0.2267	0.6002	0	0	0	0.0284	0
ENSG00000142528	ZNF473	0.6991	0.5528	0.5834	0.6393	0.6239	0.6103	0.5611	0.6502	0.9827	0.9604	0.96	1	0.9095	0.8488	0.7224	0.7331	0.7699	0.7407	0.3204	0.311
ENSG00000105357	MYH14	NaN	NaN	NaN	0.4958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2391	NaN	NaN	NaN	NaN	0	NaN
ENSG00000181240	SLC25A41	1	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN
ENSG00000125648	SLC25A23	0.0409	0.0267	0.0279	0.0295	0.0249	0.0517	0.0245	0.0427	0.1127	0.1455	0.1104	0.1242	0.1495	0.084	0.1032	0.0471	0.0978	0.0869	0.082	0.0439
ENSG00000205744	DENND1C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2152	0.3662	0.3226	0.4094	0.4242	0.2799	NaN	NaN	NaN	0	0	0
ENSG00000104833	TUBB4A	1	0.6381	1	0	NaN	0.5165	1	0	0	1	0.1602	0	0.3785	0.0937	0	0	0.1831	0	0.2868	0.0378
ENSG00000125726	CD70	0.0262	0.2398	0.2814	0.4652	0.2331	0.1269	0.0748	0.1787	0.6644	1	0.8179	0.7643	0.8976	0.6827	0.2152	0.4357	0.3097	0.3151	0.2026	0.1482
ENSG00000174485	DENND4A	0.2219	0.2202	0.2106	0.2095	0.2016	0.1897	0.203	0.2201	0.6482	0.6481	0.6241	0.6295	0.514	0.4465	0.4445	0.3736	0.3853	0.5239	0.1331	0.1158
ENSG00000157890	MEGF11	NaN	NaN	0	0	NaN	0	0	0	0	0	NaN	0	0	0	0.2434	0	0	0	0	0
ENSG00000075131	TIPIN	0.1189	0.0808	0.0311	0.2006	0.1903	0.1785	0.3477	0.2131	0.7021	0.8106	0.5795	0.7029	0.6875	0.582	0.5761	0.2202	0.2711	0.408	0.0438	0.0769
ENSG00000174446	SNAPC5	0.2835	0.4101	0.4055	0.2444	0.1952	0.304	0.3384	0.2823	0.6752	0.7285	0.6089	0.6183	0.6527	0.4794	0.48	0.3838	0.3275	0.5146	0.1503	0.1736
ENSG00000174444	RPL4	0.0074	0.0065	0.0072	0.0066	0.0125	0.01	0.0118	0.0127	0.0704	0.0598	0.067	0.062	0.0679	0.0477	0.0213	0.016	0.0185	0.0264	0.0191	0.0173
ENSG00000090924	PLEKHG2	0.3015	0.2134	0.0634	0.2582	0.0932	0.2037	0.0457	0.2142	0.5354	0.3643	0.3476	0.5471	0.3565	0.5012	0.2545	0.1794	0.1923	0.4515	0.1227	0.2867
ENSG00000196235	SUPT5H	0.1235	0.1393	0.1403	0.1493	0.1234	0.13	0.1399	0.156	0.4083	0.3969	0.4014	0.3798	0.3338	0.2732	0.2343	0.2267	0.2295	0.2866	0.1035	0.0938
ENSG00000105197	TIMM50	0.0596	0.0653	0.0684	0.0635	0.0524	0.0575	0.0685	0.0803	0.2521	0.2948	0.2365	0.2552	0.2486	0.1919	0.1263	0.073	0.1222	0.1456	0.0807	0.0754
ENSG00000090932	DLL3	0	0	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2121	NaN	0	0	0.256	0.0901	0.5028
ENSG00000105298	CACTIN	0.4164	0.37	0.3971	0.3381	0.3002	0.3116	0.3549	0.3556	0.6771	0.6329	0.6828	0.6244	0.6355	0.5449	0.4723	0.431	0.5298	0.5792	0.372	0.3271
ENSG00000186111	PIP5K1C	0.3216	0.2464	0.4543	0.5097	0.1934	0.3125	0.2702	0.3305	0.8517	0.7994	0.8218	0.7877	0.7872	0.6778	0.6905	0.6204	0.6544	0.6374	0.2118	0.2986
ENSG00000011132	APBA3	0.201	0.1911	0.2864	0.202	0.2054	0.2044	0.3525	0.2731	0.4811	0.5339	0.4581	0.4079	0.6081	0.4808	0.2843	0.2703	0.3065	0.4362	0.1803	0.217
ENSG00000007264	MATK	0	0	0	0	0	0	0	0	0.1641	0.3402	0.3393	0.6743	0.1568	0.0615	NaN	NaN	0	NaN	0	0
ENSG00000183186	C2CD4C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	0.427	0.4651
ENSG00000129946	SHC2	0.0685	0	0	0	0	0	NaN	NaN	0	NaN	NaN	NaN	1	NaN	0.1721	0.0694	0.1646	0.0873	0.0291	0
ENSG00000181781	ODF3L2	0	0.2578	0	0	0	0	0	0	1	0	NaN	NaN	0	1	0	0	0	0.7972	NaN	0.364
ENSG00000099821	POLRMT	0.1461	0.1441	0.1323	0.1119	0.107	0.1149	0.1393	0.1352	0.5576	0.6037	0.6333	0.643	0.5519	0.5065	0.2139	0.1933	0.1788	0.2781	0.1359	0.113
ENSG00000070423	RNF126	0.4013	0.3652	0.365	0.4187	0.3602	0.3353	0.4089	0.3994	0.8366	0.8205	0.8057	0.7999	0.724	0.6802	0.5305	0.3671	0.4298	0.5157	0.2317	0.1907
ENSG00000125735	TNFSF14	1	1	NaN	NaN	1	1	NaN	1	0.9643	0.725	0.951	0.9276	0.7498	0.6207	0.5661	NaN	1	NaN	NaN	NaN
ENSG00000125730	C3	0.0266	0.0886	0.0389	0	0.0294	0	0.078	0	NaN	0	1	0.6547	0	0	0	0	1	0	0.2984	0.1939
ENSG00000102241	HTATSF1	0.0447	0.0593	0.0625	0.0347	0.0379	0.0435	0.0495	0.0497	0.1927	0.2108	0.22	0.2331	0.219	0.1939	0.1017	0.0762	0.0936	0.138	0.0491	0.0513
ENSG00000102243	VGLL1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000102245	CD40LG	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0501	0.163	0.6296	0.6562	0.3121	0.8025	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000156925	ZIC3	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000101871	MID1	0.0592	0.1889	0	0	0.3044	0.2746	0.0208	0.103	0.6241	0.4141	0.8013	0.626	0	0.7894	0.021	0.0448	0	0	1	NaN
ENSG00000291314		NaN	NaN	0	NaN	0.2551	NaN	NaN	0	1	1	NaN	NaN	0	NaN	0	0.0517	NaN	NaN	1	NaN
ENSG00000047648	ARHGAP6	0	0.0622	0.0703	0	0.0086	0.088	0.2095	0.2584	0.3085	0.2004	0.2827	0.1788	0.3088	0.1754	0.7175	0	0.2948	0	0.1798	0
ENSG00000187268	FAM9C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000006756	ARSD	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2539	0.3136	0.3274	0.2097	0.1956	0.1736	0.5753	0	NaN	NaN	0	0
ENSG00000157399	ARSL	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000101825	MXRA5	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000100227	POLDIP3	0.1973	0.1552	0.2122	0.1783	0.1869	0.1776	0.2044	0.1804	0.6387	0.6342	0.6507	0.6207	0.5326	0.4733	0.3203	0.3095	0.3238	0.3821	0.1263	0.1083
ENSG00000289517		0.1567	0.1227	0.1627	0.1455	0.1502	0.1421	0.1855	0.1494	0.474	0.4838	0.4896	0.466	0.4125	0.351	0.247	0.2365	0.2439	0.3072	0.1174	0.1051
ENSG00000100243	CYB5R3	0.0631	0.0635	0.0611	0.0834	0.0539	0.0552	0.0737	0.0832	0.1844	0.1842	0.1967	0.1839	0.1886	0.1456	0.1077	0.0952	0.1145	0.1554	0.0665	0.0871
ENSG00000249222	ATP5MGL	0.2821	0	0.4299	0	0.7219	0	0	0	0.2478	NaN	0.891	NaN	0.696	0.7239	0.2899	0.6313	1	0.4811	0.6918	NaN
ENSG00000128274	A4GALT	0.5573	0.5233	0.5124	0.5123	0.4785	0.433	0.4611	0.4981	0.8715	0.8986	0.8565	0.8874	0.7913	0.758	0.7244	0.5576	0.5932	0.6419	0.1685	0.1662
ENSG00000204131	NHSL2	0	0.0605	0	0.1272	0	0	0.0951	0	0.4612	0.3206	0.1008	0.2818	0.2817	0.5432	0.1446	0	0.1104	0	0	0.1138
ENSG00000102309	PIN4	0.017	0.0639	0.0807	0.1076	0.0496	0	0.0094	0	0.1532	0.1779	0.1411	0.1549	0.1598	0.1926	0.0858	0.0147	0.0575	0.109	0.0138	0.0687
ENSG00000183943	PRKX	0.046	0.1083	0.0684	0.1628	0.1036	0.0992	0.1313	0.1605	0.6464	0.6659	0.6478	0.574	0.631	0.5812	0.2083	0.1757	0.1749	0.2647	0.0891	0.0661
ENSG00000146938	NLGN4X	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000130021	PUDP	0.6967	0.1879	0.364	0.3264	0.2009	0.25	0.2459	0.1872	0.6824	0.6723	0.7403	0.6983	0.6199	0.4627	0.5256	0.4429	0.3305	0.4368	0.0988	0.1119
ENSG00000006757	PNPLA4	0.0133	0.0008	0.0252	0.0044	0	0.029	0.0269	0.0223	0.1202	0.1574	0.0527	0.0573	0.054	0.1157	0.0067	0.0028	0.0225	0.0253	0	0
ENSG00000147133	TAF1	0.1506	0.2031	0.1231	0.1789	0.1533	0.1551	0.195	0.1791	0.5611	0.5782	0.5896	0.5217	0.4371	0.4266	0.3431	0.2475	0.3585	0.3847	0.116	0.1008
ENSG00000147162	OGT	0.0394	0.0621	0.0688	0.0684	0.0724	0.0724	0.0897	0.1037	0.4129	0.385	0.4055	0.404	0.4764	0.3954	0.2015	0.2151	0.2258	0.2695	0.0774	0.112
ENSG00000147174	GCNA	0.4492	0.2625	0.7728	0.8223	0.6041	0.2225	1	0.4107	0.8096	0.9132	0.8638	0.8519	0.9537	0.5491	0.6561	0.7521	1	0.742	0.519	0.3345
ENSG00000125675	GRIA3	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN
ENSG00000101966	XIAP	0.2226	0.2864	0.5417	0.3505	0.2258	0.2536	0.4146	0.2821	0.857	0.834	0.8701	0.7889	0.7293	0.6318	0.5703	0.4391	0.6958	0.6308	0.2122	0.177
ENSG00000101972	STAG2	0.066	0.082	0.083	0.0929	0.061	0.0555	0.0797	0.0788	0.3915	0.3828	0.3619	0.4098	0.3271	0.2843	0.2151	0.1685	0.2089	0.2747	0.0611	0.0705
ENSG00000183918	SH2D1A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0.5185	0.7266	0.7775	NaN	0.4973	NaN	0	NaN	NaN	NaN
ENSG00000196459	TRAPPC2	0.2161	0.3076	0.2583	0.2284	0.2111	0.1585	0.097	0.1721	0.5716	0.538	0.4701	0.6416	0.5709	0.4698	0.2729	0.2194	0.3443	0.2753	0.0449	0.0488
ENSG00000046653	GPM6B	0	0	NaN	0	0.6793	0	0	0	0	0.0516	0	0	0	0	0	0	0	0	NaN	0
ENSG00000046647	GEMIN8	0.1556	0.0611	0.0893	0.093	0.1517	0.0314	0.0834	0.145	0.3121	0.3818	0.4262	0.3292	0.4651	0.2887	0.1357	0.2169	0.2511	0.1743	0.1185	0.0732
ENSG00000173801	JUP	0.0744	0.07	0.0644	0.0606	0.0705	0.0914	0.0908	0.0764	0.2079	0.1656	0.1811	0.1895	0.2307	0.1601	0.0992	0.073	0.1105	0.1859	0.0869	0.0999
ENSG00000141696	P3H4	0	0	0	0	0	0	0	0.0733	0.1337	0.1962	0.1084	0.1889	0.1106	0.0968	0.1068	0	0	0.2241	0	0.6054
ENSG00000141698	NT5C3B	0	0	0	0	0	0	0	0.0512	0.0693	0.1265	0.2453	0.1375	0.2131	0.1201	0	0.0273	0.0197	0.0505	0.0298	0.0079
ENSG00000178502	KLHL11	0.3229	0.5066	0.4919	0.376	0.5539	0.6091	0.588	0.6203	0.9472	0.9583	0.954	0.9096	0.9191	0.8935	0.8115	0.7992	0.7624	0.8826	0.2917	0.1868
ENSG00000131473	ACLY	0.044	0.0398	0.0474	0.0384	0.0307	0.0303	0.0259	0.042	0.2193	0.1951	0.2091	0.205	0.2076	0.152	0.099	0.0574	0.0778	0.1166	0.0406	0.0166
ENSG00000266967	AARSD1	0.0403	0.0444	0.0505	0.0559	0.034	0.0212	0.0174	0.0427	0.1901	0.1718	0.1424	0.1973	0.1779	0.0878	0.0803	0.0728	0.0333	0.1216	0.0728	0.0564
ENSG00000108825	PTGES3L-AARSD1	0.0383	0.0167	0.0308	0.0412	0.0186	0.0053	0.0081	0.013	0.0978	0.0953	0.0931	0.1263	0.1056	0.0453	0.0387	0.0807	0.011	0.0878	0.0569	0.0318
ENSG00000267060	PTGES3L	0	0	0	0	0.3938	0.1295	0.1186	0	0.0772	0.1687	0.0992	0	0.2102	0.0599	0.3622	0	0	0.1689	0.2118	0
ENSG00000108828	VAT1	0.0077	0.0173	0.0068	0.0095	0.0302	0.0316	0.0258	0.0278	0.1173	0.1118	0.1301	0.1013	0.1314	0.0981	0.0284	0.0233	0.0327	0.05	0.0429	0.0225
ENSG00000012048	BRCA1	0.0575	0.0741	0.058	0.0545	0.0548	0.0646	0.0674	0.0648	0.3433	0.3488	0.3467	0.3412	0.2533	0.241	0.1332	0.1357	0.1033	0.1452	0.0339	0.0383
ENSG00000182628	SKA2	0.0171	0.031	0.071	0.0434	0.06	0.0413	0.0462	0.0394	0.3123	0.3367	0.3326	0.3495	0.2907	0.267	0.1324	0.1226	0.0829	0.1259	0.0266	0.0433
ENSG00000141378	PTRH2	0.4167	0.3436	0.4023	0.4105	0.3236	0.344	0.3349	0.3708	0.9074	0.8482	0.8745	0.8914	0.8659	0.8551	0.7122	0.699	0.5793	0.6151	0.2595	0.2601
ENSG00000108423	TUBD1	0.3528	0.1005	0.1125	0.3153	0.2558	0.2289	0.2195	0.2877	0.8628	0.903	0.8408	0.919	0.7441	0.6978	0.494	0.5629	0.365	0.7107	0.1775	0.0745
ENSG00000189050	RNFT1	0.1405	0.0196	0.0985	0.1396	0	0.07	0.1688	0.0412	0.4309	0.4329	0.4302	0.3728	0.4229	0.2095	0.0983	0.1175	0.1395	0.2439	0.0418	0.0295
ENSG00000068097	HEATR6	0.3815	0.3778	0.3143	0.3662	0.2608	0.2012	0.2912	0.3887	0.8834	0.7764	0.7898	0.6909	0.7596	0.6028	0.506	0.5916	0.5173	0.5575	0.165	0.1471
ENSG00000262302		0.0649	0.0565	0.1266	0.261	0	0.1165	0.0936	0.0392	0.2986	0.6778	0.3648	0.3449	0.6581	0.5092	0.2772	0.2063	0.3191	0.2679	0.2268	0.1762
ENSG00000181885	CLDN7	0.1417	0.1441	0.1187	0.1025	0.1407	0.101	0.0697	0.1473	0.1819	0.6786	0.1814	1	0.6251	0.2611	0.2339	0.2753	0.352	0.3135	0.0402	0.0122
ENSG00000006047	YBX2	0.0197	0.0209	0.0196	0.0271	0.0397	0.018	0.0291	0.0294	0.1722	0.0658	0.2305	0.187	0.2594	0.1546	0.0761	0.0825	0.0704	0.0995	0.035	0.032
ENSG00000132522	GPS2	0.0575	0.056	0.0987	0.0703	0.0732	0.0772	0.0728	0.0784	0.2807	0.2569	0.2115	0.2458	0.2199	0.1528	0.1417	0.1062	0.0946	0.1654	0.0615	0.0664
ENSG00000261915		0.0555	0.0685	0.0992	0.052	0.0697	0.05	0.0403	0.0662	0.2515	0.2538	0.2349	0.2255	0.2018	0.1548	0.1189	0.0845	0.0789	0.1337	0.0367	0.0385
ENSG00000072310	SREBF1	0.2426	0.2581	0.3038	0.2475	0.1692	0.1674	0.1498	0.181	0.6086	0.6188	0.6511	0.6387	0.5696	0.5082	0.5273	0.4575	0.5155	0.6049	0.2816	0.2768
ENSG00000175662	TOM1L2	0.3362	0.1766	0.2316	0.1127	0.1697	0.2298	0.1449	0.1663	0.6815	0.5834	0.6949	0.7358	0.5453	0.4165	0.3644	0.4012	0.4396	0.5238	0.1836	0.1772
ENSG00000171953	ATPAF2	0.0563	0.0855	0.1422	0.0527	0.0722	0.05	0.089	0.0834	0.2856	0.2414	0.2418	0.2627	0.2752	0.1788	0.1188	0.0742	0.1233	0.1414	0.1201	0.0537
ENSG00000177731	FLII	0.0273	0.0376	0.0277	0.0369	0.0373	0.0292	0.036	0.0301	0.1535	0.1449	0.1416	0.1533	0.141	0.1026	0.0787	0.0415	0.0706	0.1022	0.0712	0.0515
ENSG00000177302	TOP3A	0.1934	0.263	0.2487	0.1486	0.1811	0.1316	0.1839	0.2252	0.7098	0.7278	0.7721	0.7057	0.6396	0.565	0.4237	0.3365	0.3343	0.4333	0.1669	0.1918
ENSG00000198265	HELZ	0.2405	0.2254	0.2691	0.1975	0.1911	0.1923	0.2259	0.1876	0.5849	0.6299	0.6605	0.5814	0.5552	0.4659	0.3911	0.4492	0.438	0.4726	0.1361	0.0966
ENSG00000197170	PSMD12	0.1804	0.1187	0.1536	0.1562	0.1053	0.1436	0.1389	0.1373	0.6368	0.6278	0.579	0.5705	0.5314	0.4878	0.3432	0.2966	0.2629	0.3599	0.1243	0.0901
ENSG00000186665	C17orf58	0.2513	0.449	0.3673	0.0994	0.5356	0.2527	0.3728	0.4171	0.7311	0.7932	0.8427	0.8164	0.7878	0.5373	0.4337	0.3982	0.6741	0.5753	0.2037	0.0622
ENSG00000108932	SLC16A6	0	0	0	NaN	NaN	0.1701	0	0.6036	0	NaN	NaN	NaN	0	0.2416	0	0	0.6511	1	0	0.0748
